country_France,country_Germany,country_Spain,gender_Female,gender_Male,credit_score,age,tenure,balance,products_number,credit_card,active_member,estimated_salary
0.0,1.0,0.0,0.0,1.0,766.0,44.0,3.0,116822.7,1.0,0.0,0.0,197643.24
0.0,0.0,1.0,0.0,1.0,691.0,40.0,1.0,0.0,2.0,1.0,1.0,145613.17
1.0,0.0,0.0,0.0,1.0,578.0,30.0,4.0,169462.09,1.0,1.0,0.0,112187.11
1.0,0.0,0.0,1.0,0.0,652.0,40.0,4.0,79927.36,2.0,1.0,1.0,33524.6
1.0,0.0,0.0,0.0,1.0,586.0,33.0,9.0,0.0,1.0,1.0,0.0,6975.02
0.0,1.0,0.0,0.0,1.0,533.0,38.0,4.0,70362.52,2.0,1.0,1.0,104189.46
0.0,1.0,0.0,0.0,1.0,757.0,33.0,1.0,122088.67,1.0,1.0,0.0,42581.09
1.0,0.0,0.0,0.0,1.0,699.0,39.0,9.0,0.0,1.0,1.0,0.0,80963.92
0.0,0.0,1.0,0.0,1.0,635.0,38.0,0.0,103257.14,1.0,0.0,0.0,158344.63
0.0,1.0,0.0,1.0,0.0,672.0,23.0,10.0,110741.56,1.0,1.0,0.0,80778.5
1.0,0.0,0.0,0.0,1.0,630.0,42.0,6.0,0.0,2.0,1.0,0.0,162697.93
0.0,0.0,1.0,1.0,0.0,655.0,29.0,9.0,0.0,2.0,0.0,1.0,85736.26
1.0,0.0,0.0,1.0,0.0,651.0,65.0,0.0,0.0,2.0,1.0,1.0,190454.04
0.0,1.0,0.0,0.0,1.0,781.0,35.0,7.0,92526.15,2.0,1.0,1.0,173837.54
1.0,0.0,0.0,1.0,0.0,684.0,25.0,1.0,0.0,2.0,0.0,1.0,144978.47
1.0,0.0,0.0,1.0,0.0,738.0,26.0,3.0,0.0,2.0,1.0,0.0,67484.16
0.0,0.0,1.0,1.0,0.0,678.0,27.0,5.0,87099.85,2.0,1.0,0.0,149550.95
0.0,0.0,1.0,1.0,0.0,678.0,49.0,8.0,0.0,2.0,0.0,1.0,98090.69
0.0,0.0,1.0,1.0,0.0,660.0,28.0,3.0,128929.88,1.0,1.0,1.0,198069.71
0.0,0.0,1.0,0.0,1.0,620.0,42.0,4.0,106920.91,1.0,0.0,1.0,119747.08
0.0,0.0,1.0,1.0,0.0,491.0,61.0,8.0,0.0,2.0,0.0,1.0,139861.53
1.0,0.0,0.0,1.0,0.0,703.0,33.0,8.0,190566.65,1.0,1.0,1.0,79997.14
1.0,0.0,0.0,1.0,0.0,501.0,39.0,9.0,117301.66,1.0,0.0,0.0,182025.95
0.0,0.0,1.0,1.0,0.0,682.0,64.0,9.0,0.0,2.0,1.0,1.0,103318.44
1.0,0.0,0.0,1.0,0.0,658.0,43.0,7.0,140260.36,2.0,1.0,0.0,2748.72
0.0,1.0,0.0,1.0,0.0,636.0,31.0,9.0,80844.69,2.0,1.0,1.0,74641.9
0.0,0.0,1.0,1.0,0.0,721.0,46.0,7.0,137933.39,1.0,1.0,1.0,67976.57
0.0,1.0,0.0,1.0,0.0,663.0,29.0,4.0,102714.65,2.0,0.0,0.0,21170.81
1.0,0.0,0.0,0.0,1.0,605.0,32.0,9.0,0.0,2.0,1.0,1.0,55724.24
0.0,1.0,0.0,0.0,1.0,646.0,39.0,0.0,154439.86,1.0,1.0,0.0,171519.06
0.0,0.0,1.0,0.0,1.0,652.0,31.0,1.0,132862.59,1.0,0.0,0.0,158054.49
1.0,0.0,0.0,1.0,0.0,779.0,41.0,10.0,99786.2,1.0,1.0,0.0,86927.53
1.0,0.0,0.0,1.0,0.0,681.0,18.0,1.0,98894.39,1.0,1.0,1.0,9596.4
1.0,0.0,0.0,1.0,0.0,702.0,29.0,6.0,149218.39,1.0,1.0,1.0,9633.01
0.0,1.0,0.0,0.0,1.0,500.0,30.0,2.0,125495.64,2.0,1.0,1.0,68807.47
0.0,0.0,1.0,1.0,0.0,538.0,42.0,9.0,0.0,1.0,0.0,0.0,152855.96
1.0,0.0,0.0,0.0,1.0,683.0,30.0,4.0,114779.35,1.0,0.0,0.0,183171.47
1.0,0.0,0.0,1.0,0.0,837.0,29.0,9.0,0.0,2.0,1.0,1.0,41866.26
1.0,0.0,0.0,1.0,0.0,724.0,32.0,6.0,0.0,2.0,1.0,1.0,150026.79
0.0,0.0,1.0,1.0,0.0,794.0,22.0,4.0,114440.24,1.0,1.0,1.0,107753.07
0.0,0.0,1.0,1.0,0.0,523.0,24.0,5.0,172231.93,1.0,0.0,1.0,155144.12
0.0,1.0,0.0,0.0,1.0,584.0,47.0,7.0,130538.77,1.0,1.0,0.0,92915.84
0.0,0.0,1.0,1.0,0.0,668.0,69.0,9.0,0.0,1.0,0.0,1.0,134483.07
1.0,0.0,0.0,1.0,0.0,703.0,45.0,7.0,0.0,2.0,1.0,1.0,68831.72
1.0,0.0,0.0,1.0,0.0,625.0,37.0,7.0,115895.42,1.0,1.0,0.0,48486.25
1.0,0.0,0.0,1.0,0.0,670.0,54.0,2.0,95507.12,1.0,1.0,1.0,63213.31
0.0,0.0,1.0,1.0,0.0,826.0,29.0,4.0,129938.07,1.0,0.0,1.0,190200.53
1.0,0.0,0.0,1.0,0.0,688.0,32.0,5.0,0.0,2.0,0.0,1.0,177607.77
1.0,0.0,0.0,0.0,1.0,579.0,31.0,9.0,0.0,1.0,0.0,1.0,139048.0
0.0,1.0,0.0,0.0,1.0,744.0,32.0,4.0,96106.83,1.0,1.0,1.0,79812.77
1.0,0.0,0.0,0.0,1.0,850.0,30.0,6.0,86449.39,1.0,1.0,1.0,188809.23
0.0,1.0,0.0,1.0,0.0,711.0,35.0,2.0,133607.75,1.0,1.0,1.0,120586.32
1.0,0.0,0.0,0.0,1.0,624.0,26.0,9.0,74681.9,2.0,0.0,0.0,31231.35
0.0,1.0,0.0,0.0,1.0,611.0,37.0,1.0,117524.72,2.0,0.0,1.0,161064.29
1.0,0.0,0.0,0.0,1.0,767.0,43.0,1.0,76408.85,2.0,1.0,0.0,77837.63
1.0,0.0,0.0,0.0,1.0,765.0,34.0,9.0,91835.16,1.0,0.0,0.0,138280.17
1.0,0.0,0.0,0.0,1.0,659.0,43.0,1.0,106086.42,2.0,1.0,0.0,26900.63
0.0,0.0,1.0,0.0,1.0,660.0,38.0,6.0,109869.32,1.0,1.0,1.0,154641.91
0.0,1.0,0.0,1.0,0.0,751.0,28.0,10.0,132932.14,2.0,1.0,1.0,46630.47
0.0,0.0,1.0,0.0,1.0,671.0,32.0,6.0,123912.78,2.0,1.0,1.0,146636.44
0.0,1.0,0.0,1.0,0.0,778.0,45.0,1.0,162150.42,2.0,1.0,0.0,174531.27
0.0,0.0,1.0,1.0,0.0,636.0,29.0,6.0,157576.47,2.0,1.0,1.0,101102.39
1.0,0.0,0.0,1.0,0.0,799.0,32.0,3.0,106045.92,2.0,1.0,1.0,17938.0
0.0,0.0,1.0,0.0,1.0,748.0,35.0,5.0,105492.53,1.0,1.0,1.0,150057.2
1.0,0.0,0.0,1.0,0.0,597.0,36.0,9.0,0.0,2.0,1.0,1.0,7156.09
0.0,0.0,1.0,1.0,0.0,516.0,65.0,9.0,102541.1,1.0,1.0,0.0,181490.42
0.0,1.0,0.0,1.0,0.0,606.0,27.0,6.0,172310.33,1.0,0.0,1.0,111448.92
0.0,0.0,1.0,1.0,0.0,850.0,50.0,10.0,0.0,2.0,1.0,1.0,33741.84
0.0,0.0,1.0,0.0,1.0,657.0,75.0,7.0,126273.95,1.0,0.0,1.0,91673.6
0.0,1.0,0.0,0.0,1.0,652.0,33.0,7.0,128135.99,1.0,1.0,0.0,158437.73
0.0,0.0,1.0,0.0,1.0,640.0,47.0,6.0,89047.14,1.0,1.0,0.0,116286.25
1.0,0.0,0.0,0.0,1.0,541.0,29.0,7.0,127504.57,1.0,0.0,0.0,86173.92
0.0,1.0,0.0,0.0,1.0,616.0,45.0,3.0,143129.41,2.0,0.0,1.0,64327.26
0.0,1.0,0.0,1.0,0.0,630.0,25.0,7.0,79656.81,1.0,1.0,0.0,93524.22
0.0,1.0,0.0,0.0,1.0,667.0,27.0,2.0,138032.15,1.0,1.0,0.0,166317.71
0.0,0.0,1.0,0.0,1.0,758.0,40.0,3.0,0.0,2.0,0.0,0.0,96097.65
1.0,0.0,0.0,1.0,0.0,585.0,38.0,5.0,0.0,1.0,1.0,1.0,87363.56
0.0,0.0,1.0,1.0,0.0,569.0,30.0,3.0,139528.23,1.0,1.0,1.0,33230.37
1.0,0.0,0.0,0.0,1.0,680.0,27.0,3.0,0.0,1.0,1.0,0.0,32454.26
0.0,1.0,0.0,0.0,1.0,744.0,29.0,6.0,123737.04,2.0,1.0,0.0,141558.04
1.0,0.0,0.0,0.0,1.0,730.0,27.0,5.0,0.0,2.0,1.0,1.0,116081.93
1.0,0.0,0.0,0.0,1.0,797.0,32.0,10.0,114084.6,1.0,0.0,1.0,125782.29
1.0,0.0,0.0,0.0,1.0,541.0,37.0,9.0,212314.03,1.0,0.0,1.0,148814.54
1.0,0.0,0.0,0.0,1.0,702.0,34.0,4.0,100054.77,1.0,1.0,0.0,109496.45
1.0,0.0,0.0,0.0,1.0,527.0,32.0,0.0,0.0,1.0,1.0,0.0,109523.88
1.0,0.0,0.0,1.0,0.0,561.0,35.0,5.0,0.0,2.0,1.0,0.0,59981.62
1.0,0.0,0.0,1.0,0.0,554.0,39.0,10.0,0.0,2.0,1.0,1.0,18391.93
0.0,0.0,1.0,0.0,1.0,609.0,53.0,10.0,0.0,1.0,1.0,1.0,154642.91
0.0,0.0,1.0,0.0,1.0,707.0,43.0,10.0,0.0,2.0,1.0,0.0,118368.2
0.0,1.0,0.0,0.0,1.0,716.0,41.0,8.0,126145.54,2.0,1.0,1.0,138051.19
0.0,0.0,1.0,0.0,1.0,744.0,35.0,7.0,0.0,2.0,1.0,1.0,43036.6
0.0,1.0,0.0,0.0,1.0,679.0,35.0,1.0,130463.55,2.0,1.0,1.0,37341.17
1.0,0.0,0.0,1.0,0.0,662.0,41.0,4.0,0.0,2.0,1.0,0.0,126551.48
1.0,0.0,0.0,1.0,0.0,680.0,32.0,5.0,0.0,1.0,1.0,1.0,150684.23
0.0,1.0,0.0,0.0,1.0,777.0,44.0,3.0,124655.59,2.0,0.0,1.0,79792.3
1.0,0.0,0.0,1.0,0.0,678.0,60.0,2.0,0.0,2.0,1.0,1.0,43821.56
1.0,0.0,0.0,0.0,1.0,661.0,51.0,6.0,146606.6,1.0,1.0,1.0,68021.9
1.0,0.0,0.0,0.0,1.0,724.0,28.0,9.0,0.0,2.0,1.0,1.0,100240.2
1.0,0.0,0.0,0.0,1.0,649.0,45.0,7.0,0.0,2.0,0.0,1.0,75204.21
0.0,1.0,0.0,0.0,1.0,766.0,30.0,4.0,127786.28,2.0,1.0,1.0,28879.3
0.0,0.0,1.0,1.0,0.0,595.0,43.0,5.0,0.0,2.0,0.0,0.0,105149.8
0.0,0.0,1.0,0.0,1.0,736.0,32.0,7.0,0.0,1.0,0.0,1.0,79082.62
1.0,0.0,0.0,1.0,0.0,694.0,33.0,4.0,129731.64,2.0,1.0,0.0,178123.86
1.0,0.0,0.0,0.0,1.0,667.0,36.0,8.0,139753.35,1.0,1.0,0.0,79871.16
0.0,0.0,1.0,1.0,0.0,513.0,41.0,9.0,107135.04,2.0,1.0,1.0,160546.58
0.0,1.0,0.0,1.0,0.0,499.0,29.0,6.0,148051.52,1.0,1.0,0.0,118623.94
0.0,1.0,0.0,1.0,0.0,479.0,23.0,9.0,123575.51,1.0,0.0,1.0,95148.28
0.0,0.0,1.0,1.0,0.0,825.0,32.0,1.0,0.0,2.0,1.0,1.0,42935.15
1.0,0.0,0.0,1.0,0.0,792.0,42.0,0.0,99045.93,2.0,1.0,0.0,47160.01
0.0,1.0,0.0,1.0,0.0,604.0,25.0,5.0,157780.84,2.0,1.0,1.0,58426.81
1.0,0.0,0.0,1.0,0.0,715.0,31.0,2.0,112212.14,2.0,1.0,1.0,181600.72
1.0,0.0,0.0,1.0,0.0,512.0,37.0,1.0,0.0,2.0,0.0,1.0,156105.03
0.0,0.0,1.0,0.0,1.0,710.0,23.0,6.0,0.0,2.0,1.0,1.0,134188.11
0.0,1.0,0.0,1.0,0.0,775.0,74.0,0.0,161371.5,1.0,1.0,1.0,134869.93
1.0,0.0,0.0,0.0,1.0,581.0,35.0,4.0,0.0,2.0,0.0,1.0,86383.82
1.0,0.0,0.0,0.0,1.0,672.0,28.0,4.0,167268.98,1.0,1.0,1.0,169469.3
1.0,0.0,0.0,1.0,0.0,544.0,29.0,1.0,118560.55,1.0,1.0,1.0,164137.36
1.0,0.0,0.0,0.0,1.0,595.0,29.0,6.0,150685.79,1.0,1.0,0.0,87771.06
1.0,0.0,0.0,1.0,0.0,548.0,35.0,10.0,0.0,1.0,1.0,1.0,31299.71
0.0,0.0,1.0,1.0,0.0,745.0,38.0,7.0,0.0,2.0,1.0,1.0,194230.82
1.0,0.0,0.0,1.0,0.0,585.0,33.0,4.0,152805.05,1.0,1.0,0.0,63239.65
1.0,0.0,0.0,1.0,0.0,631.0,22.0,3.0,0.0,2.0,0.0,0.0,30781.77
1.0,0.0,0.0,0.0,1.0,581.0,41.0,8.0,0.0,2.0,0.0,0.0,29737.14
0.0,1.0,0.0,0.0,1.0,837.0,37.0,6.0,94001.61,2.0,1.0,0.0,140723.05
1.0,0.0,0.0,0.0,1.0,778.0,38.0,3.0,145018.49,2.0,1.0,1.0,126702.41
0.0,1.0,0.0,0.0,1.0,589.0,48.0,5.0,126111.61,1.0,0.0,1.0,133961.19
1.0,0.0,0.0,1.0,0.0,834.0,49.0,8.0,160602.25,2.0,1.0,0.0,129273.94
0.0,0.0,1.0,0.0,1.0,811.0,39.0,7.0,0.0,2.0,1.0,1.0,177519.39
0.0,0.0,1.0,0.0,1.0,626.0,29.0,7.0,0.0,2.0,1.0,0.0,49361.84
0.0,0.0,1.0,1.0,0.0,678.0,40.0,3.0,128398.38,1.0,1.0,0.0,168658.3
0.0,1.0,0.0,0.0,1.0,580.0,39.0,3.0,119688.81,1.0,1.0,0.0,137041.26
1.0,0.0,0.0,0.0,1.0,643.0,36.0,7.0,161064.64,2.0,0.0,1.0,84294.82
1.0,0.0,0.0,0.0,1.0,762.0,28.0,2.0,0.0,2.0,1.0,0.0,167909.52
0.0,1.0,0.0,1.0,0.0,420.0,31.0,1.0,108377.75,2.0,1.0,1.0,9904.63
0.0,1.0,0.0,1.0,0.0,678.0,37.0,8.0,149000.91,2.0,1.0,1.0,21472.42
0.0,1.0,0.0,0.0,1.0,637.0,35.0,8.0,147127.81,2.0,1.0,1.0,84760.7
1.0,0.0,0.0,0.0,1.0,619.0,27.0,1.0,154483.98,1.0,1.0,0.0,156394.74
1.0,0.0,0.0,1.0,0.0,550.0,46.0,7.0,0.0,2.0,1.0,0.0,130590.35
0.0,0.0,1.0,0.0,1.0,603.0,46.0,2.0,0.0,2.0,1.0,0.0,174478.54
0.0,0.0,1.0,0.0,1.0,620.0,38.0,0.0,0.0,2.0,1.0,1.0,38015.34
0.0,1.0,0.0,1.0,0.0,705.0,40.0,3.0,92889.91,1.0,1.0,1.0,109496.69
1.0,0.0,0.0,1.0,0.0,686.0,41.0,7.0,152105.57,2.0,0.0,1.0,132374.41
1.0,0.0,0.0,1.0,0.0,457.0,33.0,7.0,127837.54,1.0,0.0,1.0,60013.17
1.0,0.0,0.0,1.0,0.0,728.0,34.0,6.0,90425.15,2.0,1.0,1.0,11597.69
1.0,0.0,0.0,1.0,0.0,675.0,57.0,8.0,0.0,2.0,0.0,1.0,95463.29
1.0,0.0,0.0,1.0,0.0,652.0,37.0,4.0,0.0,2.0,1.0,0.0,143393.24
0.0,0.0,1.0,0.0,1.0,614.0,35.0,2.0,127283.78,1.0,1.0,1.0,31302.35
1.0,0.0,0.0,1.0,0.0,841.0,31.0,3.0,162701.65,2.0,1.0,1.0,126794.56
1.0,0.0,0.0,1.0,0.0,671.0,42.0,6.0,0.0,2.0,1.0,0.0,197202.48
1.0,0.0,0.0,0.0,1.0,609.0,77.0,1.0,0.0,1.0,0.0,1.0,18708.76
0.0,0.0,1.0,0.0,1.0,574.0,34.0,5.0,0.0,2.0,0.0,0.0,28269.86
0.0,1.0,0.0,1.0,0.0,783.0,41.0,5.0,106640.5,1.0,1.0,0.0,176945.96
0.0,0.0,1.0,0.0,1.0,765.0,45.0,2.0,91549.78,1.0,1.0,1.0,47139.44
1.0,0.0,0.0,1.0,0.0,596.0,39.0,10.0,86546.29,1.0,0.0,1.0,131768.98
1.0,0.0,0.0,0.0,1.0,535.0,45.0,2.0,0.0,2.0,1.0,0.0,125658.28
1.0,0.0,0.0,1.0,0.0,686.0,44.0,7.0,55053.62,1.0,1.0,0.0,181757.19
1.0,0.0,0.0,0.0,1.0,689.0,40.0,8.0,160272.27,1.0,1.0,0.0,49656.24
1.0,0.0,0.0,0.0,1.0,718.0,38.0,7.0,0.0,2.0,1.0,0.0,38308.34
1.0,0.0,0.0,1.0,0.0,592.0,62.0,5.0,0.0,1.0,1.0,1.0,100941.57
1.0,0.0,0.0,1.0,0.0,537.0,53.0,3.0,0.0,1.0,1.0,1.0,91406.62
1.0,0.0,0.0,0.0,1.0,520.0,34.0,3.0,0.0,2.0,1.0,1.0,104703.96
1.0,0.0,0.0,0.0,1.0,585.0,54.0,8.0,87105.32,1.0,1.0,1.0,55346.14
1.0,0.0,0.0,0.0,1.0,707.0,37.0,1.0,0.0,2.0,0.0,1.0,6035.51
1.0,0.0,0.0,1.0,0.0,501.0,29.0,8.0,0.0,2.0,1.0,0.0,112664.24
1.0,0.0,0.0,0.0,1.0,731.0,30.0,7.0,0.0,2.0,0.0,1.0,143086.09
0.0,1.0,0.0,1.0,0.0,549.0,49.0,6.0,124829.16,1.0,0.0,1.0,93551.36
0.0,0.0,1.0,1.0,0.0,464.0,34.0,5.0,76001.57,1.0,1.0,1.0,158668.87
0.0,0.0,1.0,0.0,1.0,781.0,35.0,1.0,0.0,2.0,0.0,0.0,42117.9
0.0,0.0,1.0,1.0,0.0,728.0,37.0,4.0,0.0,1.0,0.0,0.0,4539.38
1.0,0.0,0.0,1.0,0.0,475.0,57.0,1.0,0.0,2.0,1.0,0.0,89248.99
1.0,0.0,0.0,0.0,1.0,611.0,30.0,9.0,0.0,2.0,1.0,1.0,148887.69
1.0,0.0,0.0,0.0,1.0,755.0,31.0,5.0,0.0,2.0,0.0,1.0,194660.78
1.0,0.0,0.0,1.0,0.0,663.0,42.0,1.0,82228.67,2.0,1.0,0.0,71359.78
0.0,0.0,1.0,1.0,0.0,682.0,58.0,4.0,0.0,1.0,1.0,0.0,176036.01
0.0,0.0,1.0,0.0,1.0,794.0,33.0,8.0,0.0,2.0,0.0,0.0,91340.02
0.0,0.0,1.0,0.0,1.0,850.0,34.0,8.0,199229.14,1.0,0.0,0.0,68106.29
0.0,1.0,0.0,0.0,1.0,699.0,36.0,2.0,123601.56,2.0,1.0,0.0,103557.85
0.0,0.0,1.0,0.0,1.0,719.0,50.0,2.0,0.0,2.0,0.0,0.0,10772.13
0.0,0.0,1.0,0.0,1.0,727.0,38.0,2.0,62276.99,1.0,1.0,1.0,59280.79
1.0,0.0,0.0,0.0,1.0,724.0,28.0,5.0,97612.12,1.0,1.0,1.0,96498.14
0.0,0.0,1.0,1.0,0.0,634.0,35.0,10.0,0.0,1.0,1.0,0.0,82634.41
0.0,1.0,0.0,1.0,0.0,736.0,26.0,0.0,84587.9,1.0,0.0,1.0,188037.76
0.0,1.0,0.0,1.0,0.0,760.0,34.0,6.0,58003.41,1.0,1.0,0.0,90346.1
0.0,1.0,0.0,0.0,1.0,609.0,31.0,9.0,103837.75,1.0,1.0,1.0,150218.11
1.0,0.0,0.0,0.0,1.0,630.0,34.0,9.0,0.0,2.0,1.0,1.0,114006.35
1.0,0.0,0.0,1.0,0.0,621.0,43.0,5.0,0.0,1.0,1.0,1.0,47578.45
0.0,1.0,0.0,0.0,1.0,718.0,32.0,9.0,169947.41,2.0,1.0,1.0,27979.16
0.0,0.0,1.0,1.0,0.0,450.0,34.0,2.0,0.0,2.0,1.0,0.0,175480.93
1.0,0.0,0.0,0.0,1.0,680.0,32.0,5.0,92961.61,1.0,1.0,0.0,116957.6
0.0,1.0,0.0,0.0,1.0,561.0,49.0,5.0,94754.0,1.0,1.0,1.0,26691.31
0.0,1.0,0.0,0.0,1.0,547.0,25.0,4.0,98141.57,2.0,1.0,1.0,52309.8
1.0,0.0,0.0,1.0,0.0,536.0,41.0,9.0,0.0,1.0,1.0,0.0,121299.14
1.0,0.0,0.0,0.0,1.0,679.0,29.0,3.0,0.0,2.0,1.0,1.0,63687.06
1.0,0.0,0.0,0.0,1.0,658.0,25.0,3.0,0.0,2.0,0.0,1.0,173948.4
1.0,0.0,0.0,0.0,1.0,591.0,35.0,7.0,183027.25,1.0,1.0,1.0,56028.79
0.0,1.0,0.0,1.0,0.0,643.0,34.0,7.0,160426.07,1.0,0.0,1.0,188533.11
1.0,0.0,0.0,1.0,0.0,681.0,58.0,8.0,93173.88,1.0,1.0,1.0,139761.25
1.0,0.0,0.0,0.0,1.0,620.0,41.0,0.0,97925.11,1.0,1.0,0.0,85000.32
1.0,0.0,0.0,0.0,1.0,695.0,36.0,4.0,161533.0,1.0,1.0,0.0,100940.91
1.0,0.0,0.0,1.0,0.0,814.0,31.0,6.0,87772.52,1.0,1.0,0.0,188516.45
0.0,0.0,1.0,0.0,1.0,576.0,19.0,6.0,0.0,2.0,0.0,0.0,72306.07
0.0,0.0,1.0,0.0,1.0,651.0,47.0,2.0,0.0,2.0,1.0,1.0,119808.64
0.0,1.0,0.0,0.0,1.0,660.0,35.0,8.0,58641.43,1.0,0.0,1.0,198674.08
0.0,0.0,1.0,0.0,1.0,682.0,46.0,4.0,0.0,1.0,1.0,1.0,4654.28
1.0,0.0,0.0,0.0,1.0,529.0,22.0,5.0,0.0,1.0,1.0,0.0,151169.83
0.0,0.0,1.0,0.0,1.0,624.0,33.0,6.0,0.0,2.0,0.0,0.0,76551.7
0.0,0.0,1.0,1.0,0.0,577.0,39.0,4.0,0.0,2.0,1.0,0.0,91366.42
0.0,0.0,1.0,1.0,0.0,717.0,39.0,6.0,0.0,2.0,1.0,0.0,93275.61
1.0,0.0,0.0,0.0,1.0,784.0,38.0,5.0,136712.91,1.0,0.0,1.0,169920.92
1.0,0.0,0.0,0.0,1.0,765.0,41.0,2.0,0.0,2.0,0.0,1.0,191215.61
1.0,0.0,0.0,1.0,0.0,810.0,51.0,5.0,0.0,2.0,0.0,1.0,184524.74
1.0,0.0,0.0,0.0,1.0,783.0,38.0,9.0,114135.17,1.0,1.0,0.0,153269.98
0.0,1.0,0.0,1.0,0.0,665.0,27.0,2.0,147435.96,1.0,0.0,0.0,187508.06
1.0,0.0,0.0,1.0,0.0,764.0,24.0,0.0,0.0,2.0,1.0,0.0,88724.49
0.0,1.0,0.0,1.0,0.0,807.0,31.0,1.0,141069.18,3.0,1.0,1.0,194257.11
0.0,0.0,1.0,0.0,1.0,552.0,55.0,3.0,0.0,1.0,1.0,1.0,40333.94
1.0,0.0,0.0,1.0,0.0,662.0,39.0,5.0,139562.05,2.0,1.0,0.0,61636.22
1.0,0.0,0.0,0.0,1.0,715.0,21.0,6.0,76467.16,1.0,1.0,1.0,173511.72
1.0,0.0,0.0,1.0,0.0,739.0,27.0,6.0,0.0,1.0,1.0,1.0,57572.38
1.0,0.0,0.0,0.0,1.0,438.0,60.0,7.0,78391.17,1.0,0.0,1.0,49424.6
0.0,0.0,1.0,0.0,1.0,580.0,61.0,8.0,125921.37,1.0,1.0,1.0,94677.83
0.0,1.0,0.0,1.0,0.0,619.0,31.0,2.0,56116.3,2.0,0.0,0.0,2181.94
0.0,0.0,1.0,0.0,1.0,834.0,33.0,5.0,0.0,2.0,1.0,0.0,66285.18
1.0,0.0,0.0,1.0,0.0,769.0,25.0,10.0,0.0,2.0,0.0,0.0,187925.75
1.0,0.0,0.0,1.0,0.0,585.0,32.0,8.0,144705.87,2.0,0.0,0.0,171482.56
1.0,0.0,0.0,0.0,1.0,630.0,50.0,8.0,0.0,2.0,0.0,1.0,79377.45
0.0,0.0,1.0,0.0,1.0,677.0,40.0,5.0,0.0,2.0,1.0,0.0,88947.56
1.0,0.0,0.0,0.0,1.0,751.0,47.0,5.0,142669.93,2.0,1.0,0.0,162760.96
0.0,1.0,0.0,0.0,1.0,601.0,35.0,8.0,71553.83,1.0,1.0,0.0,177384.45
0.0,0.0,1.0,1.0,0.0,425.0,39.0,5.0,0.0,2.0,1.0,0.0,140941.47
1.0,0.0,0.0,1.0,0.0,810.0,38.0,9.0,153166.17,1.0,1.0,1.0,93261.69
0.0,0.0,1.0,1.0,0.0,628.0,33.0,3.0,0.0,1.0,1.0,1.0,188193.25
1.0,0.0,0.0,0.0,1.0,702.0,45.0,9.0,74989.58,1.0,1.0,1.0,171014.69
1.0,0.0,0.0,0.0,1.0,850.0,31.0,8.0,0.0,2.0,1.0,0.0,178667.7
1.0,0.0,0.0,0.0,1.0,623.0,21.0,10.0,0.0,2.0,0.0,1.0,135851.3
0.0,0.0,1.0,1.0,0.0,577.0,44.0,8.0,115557.0,1.0,0.0,1.0,127506.76
0.0,0.0,1.0,1.0,0.0,704.0,37.0,9.0,155619.58,1.0,1.0,1.0,135088.58
0.0,1.0,0.0,1.0,0.0,718.0,33.0,4.0,70541.06,1.0,0.0,0.0,88592.8
1.0,0.0,0.0,0.0,1.0,794.0,33.0,0.0,0.0,2.0,0.0,0.0,178122.71
1.0,0.0,0.0,0.0,1.0,838.0,31.0,2.0,0.0,2.0,1.0,0.0,8222.96
1.0,0.0,0.0,0.0,1.0,775.0,60.0,7.0,0.0,2.0,1.0,1.0,111558.7
1.0,0.0,0.0,0.0,1.0,553.0,38.0,3.0,99844.68,1.0,0.0,0.0,187915.7
1.0,0.0,0.0,0.0,1.0,680.0,23.0,5.0,140007.19,1.0,0.0,1.0,31714.08
1.0,0.0,0.0,0.0,1.0,524.0,28.0,1.0,93577.3,1.0,1.0,1.0,51670.82
1.0,0.0,0.0,1.0,0.0,709.0,41.0,3.0,150300.65,2.0,1.0,0.0,71672.86
0.0,0.0,1.0,1.0,0.0,478.0,36.0,3.0,92363.3,2.0,1.0,0.0,44912.7
0.0,0.0,1.0,1.0,0.0,616.0,32.0,6.0,0.0,2.0,1.0,1.0,43001.46
0.0,0.0,1.0,0.0,1.0,622.0,27.0,9.0,139834.93,1.0,1.0,1.0,152733.89
1.0,0.0,0.0,0.0,1.0,427.0,33.0,8.0,0.0,1.0,1.0,1.0,13858.95
0.0,0.0,1.0,1.0,0.0,695.0,39.0,5.0,0.0,2.0,0.0,0.0,102763.69
1.0,0.0,0.0,0.0,1.0,718.0,35.0,3.0,97560.16,1.0,1.0,1.0,53511.74
1.0,0.0,0.0,0.0,1.0,665.0,36.0,1.0,0.0,2.0,0.0,1.0,121505.61
0.0,0.0,1.0,1.0,0.0,633.0,46.0,3.0,0.0,2.0,1.0,0.0,120250.58
0.0,0.0,1.0,1.0,0.0,781.0,29.0,6.0,98759.89,1.0,0.0,0.0,112202.64
1.0,0.0,0.0,1.0,0.0,642.0,40.0,7.0,0.0,2.0,1.0,0.0,10712.82
1.0,0.0,0.0,0.0,1.0,521.0,37.0,5.0,105843.26,2.0,1.0,1.0,84908.2
0.0,0.0,1.0,0.0,1.0,703.0,58.0,4.0,92930.92,1.0,0.0,1.0,85148.78
1.0,0.0,0.0,1.0,0.0,593.0,33.0,0.0,95927.04,1.0,1.0,0.0,199478.05
0.0,1.0,0.0,0.0,1.0,740.0,33.0,2.0,126524.11,1.0,1.0,0.0,136869.31
0.0,0.0,1.0,0.0,1.0,618.0,32.0,5.0,133476.09,1.0,0.0,1.0,154843.4
